error_type,vis_now_10m,vis_tplus1_10m,station
FP,11.0,187.0,Daegwallyeong
FN,1809.0,30.0,Daegwallyeong
FN,662.0,36.0,Daegwallyeong
FP,36.0,174.0,Daegwallyeong
TP,104.0,20.0,Daegwallyeong
TP,20.0,65.0,Daegwallyeong
FP,65.0,163.0,Daegwallyeong
TP,108.0,18.0,Daegwallyeong
TP,18.0,28.0,Daegwallyeong
FP,28.0,719.0,Daegwallyeong
TP,55.0,39.0,Daegwallyeong
TP,39.0,62.0,Daegwallyeong
FP,62.0,109.0,Daegwallyeong
FN,149.0,40.0,Daegwallyeong
TP,40.0,54.0,Daegwallyeong
TP,54.0,34.0,Daegwallyeong
TP,34.0,20.0,Daegwallyeong
TP,20.0,47.0,Daegwallyeong
TP,47.0,35.0,Daegwallyeong
TP,35.0,19.0,Daegwallyeong
TP,19.0,17.0,Daegwallyeong
FP,17.0,138.0,Daegwallyeong
FN,138.0,58.0,Daegwallyeong
FP,58.0,1605.0,Daegwallyeong
FN,1312.0,33.0,Daegwallyeong
TP,33.0,6.0,Daegwallyeong
TP,6.0,15.0,Daegwallyeong
FP,15.0,407.0,Daegwallyeong
FN,510.0,15.0,Daegwallyeong
FP,15.0,810.0,Daegwallyeong
FN,195.0,9.0,Daegwallyeong
FP,9.0,212.0,Daegwallyeong
FN,503.0,32.0,Daegwallyeong
FP,32.0,294.0,Daegwallyeong
FN,411.0,43.0,Daegwallyeong
FP,43.0,234.0,Daegwallyeong
FN,328.0,39.0,Daegwallyeong
FP,39.0,915.0,Daegwallyeong
FN,440.0,26.0,Daegwallyeong
TP,26.0,7.0,Daegwallyeong
TP,7.0,7.0,Daegwallyeong
FP,7.0,1244.0,Daegwallyeong
FN,741.0,71.0,Daegwallyeong
FP,71.0,512.0,Daegwallyeong
TP,166.0,29.0,Daegwallyeong
FP,29.0,460.0,Daegwallyeong
FP,460.0,2177.0,Daegwallyeong
FN,194.0,77.0,Daegwallyeong
FP,77.0,1275.0,Daegwallyeong
FP,270.0,168.0,Daegwallyeong
FN,502.0,67.0,Daegwallyeong
FP,67.0,110.0,Daegwallyeong
FP,110.0,849.0,Daegwallyeong
FN,953.0,35.0,Daegwallyeong
TP,35.0,17.0,Daegwallyeong
TP,17.0,50.0,Daegwallyeong
TP,50.0,10.0,Daegwallyeong
FP,10.0,269.0,Daegwallyeong
FP,269.0,128.0,Daegwallyeong
TP,128.0,62.0,Daegwallyeong
TP,62.0,34.0,Daegwallyeong
FP,34.0,1861.0,Daegwallyeong
FN,345.0,42.0,Daegwallyeong
FP,42.0,145.0,Daegwallyeong
FP,145.0,3788.0,Daegwallyeong
FN,734.0,21.0,Daegwallyeong
TP,21.0,26.0,Daegwallyeong
FN,26.0,27.0,Daegwallyeong
TP,27.0,44.0,Daegwallyeong
FN,1615.0,26.0,Daegwallyeong
TP,26.0,29.0,Daegwallyeong
TP,29.0,14.0,Daegwallyeong
TP,14.0,18.0,Daegwallyeong
FP,18.0,262.0,Daegwallyeong
FN,1517.0,18.0,Daegwallyeong
TP,18.0,96.0,Daegwallyeong
FP,96.0,966.0,Daegwallyeong
FN,1491.0,55.0,Daegwallyeong
TP,55.0,27.0,Daegwallyeong
FP,27.0,950.0,Daegwallyeong
FN,1093.0,15.0,Daegwallyeong
TP,15.0,17.0,Daegwallyeong
TP,17.0,15.0,Daegwallyeong
TP,15.0,18.0,Daegwallyeong
TP,18.0,15.0,Daegwallyeong
TP,15.0,19.0,Daegwallyeong
FP,19.0,188.0,Daegwallyeong
FN,219.0,13.0,Daegwallyeong
TP,13.0,45.0,Daegwallyeong
TP,45.0,94.0,Daegwallyeong
FN,607.0,83.0,Daegwallyeong
FN,651.0,71.0,Daegwallyeong
FN,175.0,83.0,Daegwallyeong
FN,83.0,10.0,Daegwallyeong
TP,10.0,51.0,Daegwallyeong
FP,51.0,110.0,Daegwallyeong
FN,2200.0,30.0,Daegwallyeong
FP,30.0,484.0,Daegwallyeong
FN,484.0,28.0,Daegwallyeong
TP,28.0,38.0,Daegwallyeong
TP,38.0,65.0,Daegwallyeong
FP,65.0,704.0,Daegwallyeong
FN,704.0,28.0,Daegwallyeong
FP,28.0,308.0,Daegwallyeong
FN,715.0,27.0,Daegwallyeong
TP,27.0,19.0,Daegwallyeong
FP,19.0,237.0,Daegwallyeong
FN,508.0,92.0,Daegwallyeong
FN,434.0,43.0,Daegwallyeong
TP,43.0,16.0,Daegwallyeong
TP,16.0,42.0,Daegwallyeong
TP,42.0,22.0,Daegwallyeong
TP,22.0,16.0,Daegwallyeong
TP,16.0,15.0,Daegwallyeong
TP,15.0,21.0,Daegwallyeong
FP,21.0,976.0,Daegwallyeong
FN,296.0,71.0,Daegwallyeong
FN,328.0,21.0,Daegwallyeong
TP,21.0,36.0,Daegwallyeong
FP,36.0,1162.0,Daegwallyeong
FN,605.0,42.0,Daegwallyeong
FP,42.0,233.0,Daegwallyeong
FN,2780.0,20.0,Daegwallyeong
TP,20.0,48.0,Daegwallyeong
FN,318.0,23.0,Daegwallyeong
TP,23.0,82.0,Daegwallyeong
FN,889.0,34.0,Daegwallyeong
TP,34.0,72.0,Daegwallyeong
TP,72.0,58.0,Daegwallyeong
FP,58.0,1669.0,Daegwallyeong
FN,1049.0,42.0,Daegwallyeong
TP,42.0,38.0,Daegwallyeong
TP,38.0,31.0,Daegwallyeong
TP,31.0,90.0,Daegwallyeong
FN,939.0,20.0,Daegwallyeong
FP,20.0,326.0,Daegwallyeong
FN,118.0,78.0,Daegwallyeong
FN,78.0,73.0,Daegwallyeong
FP,73.0,721.0,Daegwallyeong
FN,1184.0,68.0,Daegwallyeong
FP,68.0,2595.0,Daegwallyeong
FN,2595.0,25.0,Daegwallyeong
FP,25.0,1335.0,Daegwallyeong
FN,718.0,35.0,Daegwallyeong
FN,776.0,59.0,Daegwallyeong
FP,59.0,306.0,Daegwallyeong
FP,110.0,412.0,Daegwallyeong
FP,105.0,167.0,Daegwallyeong
FN,140.0,52.0,Daegwallyeong
TP,52.0,61.0,Daegwallyeong
FN,61.0,43.0,Daegwallyeong
FN,1128.0,33.0,Daegwallyeong
TP,33.0,19.0,Daegwallyeong
TP,19.0,17.0,Daegwallyeong
FP,17.0,1512.0,Daegwallyeong
FN,2732.0,66.0,Daegwallyeong
FN,436.0,71.0,Daegwallyeong
FP,71.0,1244.0,Daegwallyeong
FN,340.0,84.0,Daegwallyeong
FN,84.0,73.0,Daegwallyeong
TP,73.0,53.0,Daegwallyeong
FN,1091.0,31.0,Daegwallyeong
TP,31.0,28.0,Daegwallyeong
TP,28.0,19.0,Daegwallyeong
TP,19.0,23.0,Daegwallyeong
TP,23.0,28.0,Daegwallyeong
FP,28.0,5000.0,Daegwallyeong
FN,1182.0,38.0,Daegwallyeong
TP,38.0,34.0,Daegwallyeong
TP,34.0,24.0,Daegwallyeong
TP,24.0,16.0,Daegwallyeong
TP,16.0,18.0,Daegwallyeong
TP,18.0,12.0,Daegwallyeong
TP,12.0,15.0,Daegwallyeong
TP,15.0,16.0,Daegwallyeong
TP,16.0,18.0,Daegwallyeong
TP,18.0,18.0,Daegwallyeong
FP,18.0,170.0,Daegwallyeong
FN,179.0,65.0,Daegwallyeong
TP,65.0,23.0,Daegwallyeong
TP,23.0,24.0,Daegwallyeong
TP,24.0,31.0,Daegwallyeong
TP,31.0,93.0,Daegwallyeong
FN,736.0,14.0,Daegwallyeong
TP,14.0,10.0,Daegwallyeong
TP,10.0,20.0,Daegwallyeong
FP,20.0,1367.0,Daegwallyeong
FN,778.0,80.0,Daegwallyeong
FN,1055.0,100.0,Daegwallyeong
TP,100.0,56.0,Daegwallyeong
FP,56.0,204.0,Daegwallyeong
TP,112.0,48.0,Daegwallyeong
FP,48.0,253.0,Daegwallyeong
FP,158.0,170.0,Daegwallyeong
FP,102.0,101.0,Daegwallyeong
FN,899.0,21.0,Daegwallyeong
FP,21.0,905.0,Daegwallyeong
FN,169.0,35.0,Daegwallyeong
TP,35.0,35.0,Daegwallyeong
FP,35.0,1196.0,Daegwallyeong
FN,809.0,44.0,Daegwallyeong
FP,44.0,1929.0,Daegwallyeong
FN,4684.0,36.0,Daegwallyeong
TP,36.0,27.0,Daegwallyeong
TP,27.0,19.0,Daegwallyeong
TP,19.0,20.0,Daegwallyeong
TP,20.0,21.0,Daegwallyeong
TP,21.0,18.0,Daegwallyeong
TP,18.0,20.0,Daegwallyeong
TP,20.0,17.0,Daegwallyeong
TP,17.0,22.0,Daegwallyeong
FP,22.0,580.0,Daegwallyeong
FN,640.0,74.0,Daegwallyeong
TP,74.0,37.0,Daegwallyeong
FP,37.0,224.0,Daegwallyeong
TP,224.0,35.0,Daegwallyeong
TP,35.0,27.0,Daegwallyeong
TP,27.0,34.0,Daegwallyeong
TP,34.0,16.0,Daegwallyeong
FP,16.0,2878.0,Daegwallyeong
FN,442.0,29.0,Daegwallyeong
TP,29.0,18.0,Daegwallyeong
TP,18.0,20.0,Daegwallyeong
FP,20.0,460.0,Daegwallyeong
FN,344.0,19.0,Daegwallyeong
FP,19.0,4179.0,Daegwallyeong
TP,101.0,15.0,Daegwallyeong
TP,15.0,20.0,Daegwallyeong
TP,20.0,32.0,Daegwallyeong
TP,32.0,25.0,Daegwallyeong
TP,25.0,25.0,Daegwallyeong
FP,25.0,2185.0,Daegwallyeong
TP,112.0,32.0,Daegwallyeong
TP,32.0,19.0,Daegwallyeong
TP,19.0,25.0,Daegwallyeong
FP,25.0,306.0,Daegwallyeong
FN,1588.0,86.0,Daegwallyeong
TP,86.0,33.0,Daegwallyeong
TP,33.0,24.0,Daegwallyeong
TP,24.0,37.0,Daegwallyeong
TP,37.0,34.0,Daegwallyeong
TP,34.0,31.0,Daegwallyeong
TP,31.0,24.0,Daegwallyeong
TP,24.0,16.0,Daegwallyeong
TP,170.0,32.0,Daegwallyeong
FP,32.0,103.0,Daegwallyeong
TP,103.0,23.0,Daegwallyeong
TP,23.0,19.0,Daegwallyeong
TP,19.0,18.0,Daegwallyeong
TP,18.0,23.0,Daegwallyeong
TP,23.0,24.0,Daegwallyeong
TP,24.0,20.0,Daegwallyeong
TP,20.0,28.0,Daegwallyeong
FN,1141.0,57.0,Daegwallyeong
TP,57.0,45.0,Daegwallyeong
FP,45.0,124.0,Daegwallyeong
FP,124.0,481.0,Daegwallyeong
FN,538.0,12.0,Daegwallyeong
FP,12.0,536.0,Daegwallyeong
FN,1930.0,66.0,Daegwallyeong
FP,66.0,483.0,Daegwallyeong
TP,483.0,14.0,Daegwallyeong
TP,14.0,15.0,Daegwallyeong
TP,15.0,15.0,Daegwallyeong
TP,15.0,21.0,Daegwallyeong
TP,21.0,31.0,Daegwallyeong
FP,31.0,1906.0,Daegwallyeong
FN,1830.0,18.0,Daegwallyeong
TP,18.0,18.0,Daegwallyeong
TP,18.0,53.0,Daegwallyeong
FP,53.0,203.0,Daegwallyeong
TP,203.0,30.0,Daegwallyeong
TP,30.0,26.0,Daegwallyeong
TP,26.0,25.0,Daegwallyeong
TP,25.0,29.0,Daegwallyeong
TP,29.0,18.0,Daegwallyeong
TP,18.0,19.0,Daegwallyeong
TP,19.0,38.0,Daegwallyeong
FP,38.0,480.0,Daegwallyeong
FN,254.0,16.0,Daegwallyeong
TP,16.0,23.0,Daegwallyeong
TP,23.0,15.0,Daegwallyeong
FP,15.0,588.0,Daegwallyeong
FN,520.0,32.0,Daegwallyeong
TP,32.0,28.0,Daegwallyeong
FP,28.0,553.0,Daegwallyeong
TP,553.0,42.0,Daegwallyeong
TP,42.0,53.0,Daegwallyeong
FP,53.0,178.0,Daegwallyeong
FP,178.0,241.0,Daegwallyeong
FN,509.0,32.0,Daegwallyeong
TP,32.0,15.0,Daegwallyeong
TP,15.0,18.0,Daegwallyeong
TP,18.0,14.0,Daegwallyeong
FP,14.0,316.0,Daegwallyeong
FN,165.0,29.0,Daegwallyeong
TP,29.0,41.0,Daegwallyeong
TP,41.0,33.0,Daegwallyeong
TP,33.0,33.0,Daegwallyeong
TP,33.0,31.0,Daegwallyeong
TP,31.0,37.0,Daegwallyeong
TP,37.0,29.0,Daegwallyeong
TP,29.0,22.0,Daegwallyeong
TP,22.0,29.0,Daegwallyeong
TP,29.0,62.0,Daegwallyeong
FN,388.0,14.0,Daegwallyeong
TP,14.0,76.0,Daegwallyeong
FP,76.0,654.0,Daegwallyeong
FP,147.0,279.0,Daegwallyeong
FP,159.0,1187.0,Daegwallyeong
FN,3585.0,66.0,Daegwallyeong
FP,66.0,2557.0,Daegwallyeong
FN,1016.0,22.0,Daegwallyeong
TP,22.0,20.0,Daegwallyeong
TP,20.0,40.0,Daegwallyeong
TP,40.0,17.0,Daegwallyeong
TP,17.0,87.0,Daegwallyeong
TP,87.0,86.0,Daegwallyeong
FP,86.0,1534.0,Daegwallyeong
FN,634.0,17.0,Daegwallyeong
TP,17.0,14.0,Daegwallyeong
TP,14.0,42.0,Daegwallyeong
FP,42.0,644.0,Daegwallyeong
FN,644.0,25.0,Daegwallyeong
TP,25.0,87.0,Daegwallyeong
TP,87.0,53.0,Daegwallyeong
FP,53.0,129.0,Daegwallyeong
FP,129.0,431.0,Daegwallyeong
TP,128.0,27.0,Daegwallyeong
TP,27.0,76.0,Daegwallyeong
TP,76.0,10.0,Daegwallyeong
FP,10.0,446.0,Daegwallyeong
FN,861.0,19.0,Daegwallyeong
TP,19.0,27.0,Daegwallyeong
TP,27.0,18.0,Daegwallyeong
TP,18.0,23.0,Daegwallyeong
TP,23.0,21.0,Daegwallyeong
TP,21.0,29.0,Daegwallyeong
TP,29.0,65.0,Daegwallyeong
FP,65.0,4146.0,Daegwallyeong
FN,262.0,19.0,Daegwallyeong
TP,19.0,18.0,Daegwallyeong
FP,18.0,119.0,Daegwallyeong
TP,119.0,42.0,Daegwallyeong
TP,42.0,17.0,Daegwallyeong
TP,17.0,15.0,Daegwallyeong
TP,15.0,14.0,Daegwallyeong
TP,14.0,17.0,Daegwallyeong
TP,17.0,19.0,Daegwallyeong
TP,19.0,15.0,Daegwallyeong
TP,15.0,17.0,Daegwallyeong
TP,17.0,32.0,Daegwallyeong
FP,32.0,2288.0,Daegwallyeong
FN,954.0,33.0,Daegwallyeong
FP,33.0,681.0,Daegwallyeong
FP,681.0,779.0,Daegwallyeong
FN,1133.0,14.0,Daegwallyeong
TP,14.0,14.0,Daegwallyeong
TP,14.0,14.0,Daegwallyeong
TP,14.0,16.0,Daegwallyeong
TP,16.0,16.0,Daegwallyeong
TP,16.0,12.0,Daegwallyeong
TP,12.0,17.0,Daegwallyeong
TP,17.0,28.0,Daegwallyeong
TP,28.0,35.0,Daegwallyeong
TP,35.0,23.0,Daegwallyeong
TP,23.0,15.0,Daegwallyeong
TP,15.0,27.0,Daegwallyeong
FP,27.0,4235.0,Daegwallyeong
FN,388.0,14.0,Daegwallyeong
TP,14.0,17.0,Daegwallyeong
TP,17.0,33.0,Daegwallyeong
TP,33.0,39.0,Daegwallyeong
FP,39.0,520.0,Daegwallyeong
FP,104.0,434.0,Daegwallyeong
FN,434.0,63.0,Daegwallyeong
TP,63.0,30.0,Daegwallyeong
TP,30.0,19.0,Daegwallyeong
TP,19.0,20.0,Daegwallyeong
TP,20.0,20.0,Daegwallyeong
TP,20.0,31.0,Daegwallyeong
FP,31.0,269.0,Daegwallyeong
FP,269.0,655.0,Daegwallyeong
FP,114.0,314.0,Daegwallyeong
FN,1209.0,21.0,Daegwallyeong
TP,21.0,19.0,Daegwallyeong
FP,19.0,185.0,Daegwallyeong
